61651
-3.875338e-01	-1.164144e+01	
-4.137579e-01	-1.162499e+01	
-4.370682e-01	-1.166612e+01	
-3.817062e-01	-1.165789e+01	
-4.662061e-01	-1.164144e+01	
-4.108441e-01	-1.162224e+01	
-4.254131e-01	-1.163596e+01	
-4.079303e-01	-1.162773e+01	
-4.108441e-01	-1.163047e+01	
-3.642235e-01	-1.167435e+01	
-3.205167e-01	-1.166064e+01	
-3.787924e-01	-1.165789e+01	
-3.176029e-01	-1.162773e+01	
-3.438270e-01	-1.164967e+01	
-3.117753e-01	-1.167161e+01	
-3.583959e-01	-1.161950e+01	
-3.350856e-01	-1.167161e+01	
-3.176029e-01	-1.163870e+01	
-3.350856e-01	-1.160853e+01	
-2.913788e-01	-1.164144e+01	
-3.904476e-01	-1.161676e+01	
-3.030340e-01	-1.160853e+01	
-3.205167e-01	-1.166612e+01	
-3.059477e-01	-1.160030e+01	
-2.972064e-01	-1.160579e+01	
-3.176029e-01	-1.160305e+01	
-2.884650e-01	-1.163870e+01	
-4.021027e-01	-1.171823e+01	
-3.001202e-01	-1.167435e+01	
-3.088615e-01	-1.163321e+01	
-3.496546e-01	-1.162224e+01	
-3.146891e-01	-1.165789e+01	
-2.972064e-01	-1.158111e+01	
-3.642235e-01	-1.160030e+01	
-3.409132e-01	-1.159208e+01	
-3.001202e-01	-1.159208e+01	
-3.205167e-01	-1.165241e+01	
-3.088615e-01	-1.164144e+01	
-3.350856e-01	-1.162499e+01	
-3.496546e-01	-1.169903e+01	
-3.613097e-01	-1.167983e+01	
-3.321718e-01	-1.165515e+01	
-3.292580e-01	-1.158659e+01	
-3.671373e-01	-1.163596e+01	
-3.729649e-01	-1.168258e+01	
-3.379994e-01	-1.166338e+01	
-2.942926e-01	-1.168806e+01	
-2.505858e-01	-1.165789e+01	
-2.855512e-01	-1.166612e+01	
-3.292580e-01	-1.172097e+01	
-3.642235e-01	-1.174291e+01	
-3.409132e-01	-1.163321e+01	
-3.554821e-01	-1.167709e+01	
-3.350856e-01	-1.166064e+01	
-3.234305e-01	-1.168806e+01	
-3.350856e-01	-1.166064e+01	
-3.263443e-01	-1.170177e+01	
-3.467408e-01	-1.167161e+01	
-2.972064e-01	-1.163047e+01	
-3.292580e-01	-1.169629e+01	
-3.758787e-01	-1.168806e+01	
-3.321718e-01	-1.167709e+01	
-3.758787e-01	-1.172645e+01	
-3.234305e-01	-1.169355e+01	
-3.583959e-01	-1.174839e+01	
-3.613097e-01	-1.169355e+01	
-3.146891e-01	-1.174017e+01	
-3.379994e-01	-1.168806e+01	
-3.525684e-01	-1.170177e+01	
-3.438270e-01	-1.170452e+01	
-3.292580e-01	-1.164418e+01	
-3.729649e-01	-1.167435e+01	
-3.613097e-01	-1.168806e+01	
-3.292580e-01	-1.167435e+01	
-4.050165e-01	-1.164967e+01	
-3.496546e-01	-1.170726e+01	
-4.050165e-01	-1.169903e+01	
-3.642235e-01	-1.170726e+01	
-3.059477e-01	-1.164692e+01	
-3.642235e-01	-1.168258e+01	
-3.350856e-01	-1.169355e+01	
-3.059477e-01	-1.169903e+01	
-3.496546e-01	-1.166064e+01	
-3.613097e-01	-1.168532e+01	
-3.787924e-01	-1.172097e+01	
-3.350856e-01	-1.167161e+01	
-3.758787e-01	-1.170177e+01	
-3.933614e-01	-1.165241e+01	
-3.700511e-01	-1.169903e+01	
-3.205167e-01	-1.164967e+01	
-3.787924e-01	-1.164967e+01	
-2.972064e-01	-1.167435e+01	
-3.379994e-01	-1.169355e+01	
-3.729649e-01	-1.168806e+01	
-3.292580e-01	-1.171274e+01	
-3.525684e-01	-1.168258e+01	
-3.700511e-01	-1.162224e+01	
-3.642235e-01	-1.168532e+01	
-3.234305e-01	-1.164967e+01	
-4.166717e-01	-1.168532e+01	
-4.574647e-01	-1.171000e+01	
-3.991890e-01	-1.166064e+01	
-3.787924e-01	-1.171000e+01	
-3.409132e-01	-1.168532e+01	
-3.933614e-01	-1.165241e+01	
-4.662061e-01	-1.166886e+01	
-4.079303e-01	-1.174839e+01	
-3.642235e-01	-1.166338e+01	
-3.700511e-01	-1.172645e+01	
-3.234305e-01	-1.177307e+01	
-3.292580e-01	-1.176485e+01	
-3.904476e-01	-1.172645e+01	
-3.496546e-01	-1.170726e+01	
-3.729649e-01	-1.180598e+01	
-3.671373e-01	-1.174017e+01	
-3.700511e-01	-1.170726e+01	
-3.438270e-01	-1.169903e+01	
-3.991890e-01	-1.174839e+01	
-3.613097e-01	-1.172920e+01	
-3.554821e-01	-1.178130e+01	
-3.817062e-01	-1.169903e+01	
-3.875338e-01	-1.175662e+01	
-3.525684e-01	-1.174291e+01	
-4.050165e-01	-1.173742e+01	
-3.787924e-01	-1.175936e+01	
-3.292580e-01	-1.174291e+01	
-4.166717e-01	-1.174017e+01	
-3.176029e-01	-1.175388e+01	
-3.117753e-01	-1.175936e+01	
-3.642235e-01	-1.175936e+01	
-3.525684e-01	-1.176759e+01	
-3.671373e-01	-1.174291e+01	
-3.991890e-01	-1.172920e+01	
-3.933614e-01	-1.175936e+01	
-3.787924e-01	-1.177307e+01	
-3.467408e-01	-1.176211e+01	
-3.933614e-01	-1.173194e+01	
-3.817062e-01	-1.179227e+01	
-3.409132e-01	-1.172645e+01	
-3.292580e-01	-1.176211e+01	
-3.030340e-01	-1.175662e+01	
-3.030340e-01	-1.174017e+01	
-2.768099e-01	-1.180598e+01	
-3.176029e-01	-1.178679e+01	
-3.467408e-01	-1.184712e+01	
-3.409132e-01	-1.181421e+01	
-3.409132e-01	-1.181970e+01	
-3.263443e-01	-1.181695e+01	
-3.379994e-01	-1.177307e+01	
-3.525684e-01	-1.180598e+01	
-3.875338e-01	-1.179501e+01	
-4.108441e-01	-1.178404e+01	
-2.768099e-01	-1.181695e+01	
-3.176029e-01	-1.182244e+01	
-3.379994e-01	-1.184712e+01	
-3.350856e-01	-1.179501e+01	
-2.855512e-01	-1.178404e+01	
-3.088615e-01	-1.180050e+01	
-3.292580e-01	-1.180873e+01	
-3.146891e-01	-1.183615e+01	
-3.438270e-01	-1.178953e+01	
-3.234305e-01	-1.181147e+01	
-3.583959e-01	-1.180050e+01	
-3.496546e-01	-1.179776e+01	
-3.379994e-01	-1.184438e+01	
-3.438270e-01	-1.183615e+01	
-3.525684e-01	-1.179501e+01	
-3.205167e-01	-1.183066e+01	
-3.554821e-01	-1.180873e+01	
-3.146891e-01	-1.175662e+01	
-2.855512e-01	-1.180873e+01	
-3.671373e-01	-1.176485e+01	
-3.146891e-01	-1.177856e+01	
-3.525684e-01	-1.178404e+01	
-3.321718e-01	-1.178679e+01	
-3.117753e-01	-1.181421e+01	
-3.583959e-01	-1.179227e+01	
-3.496546e-01	-1.181695e+01	
-3.263443e-01	-1.182244e+01	
-3.088615e-01	-1.184986e+01	
-3.321718e-01	-1.178953e+01	
-2.593271e-01	-1.181970e+01	
-3.467408e-01	-1.182244e+01	
-3.117753e-01	-1.180324e+01	
-3.350856e-01	-1.178130e+01	
-2.884650e-01	-1.181970e+01	
-2.913788e-01	-1.184712e+01	
-3.234305e-01	-1.184163e+01	
-3.758787e-01	-1.182518e+01	
-3.438270e-01	-1.180050e+01	
-3.409132e-01	-1.186357e+01	
-3.350856e-01	-1.184712e+01	
-3.176029e-01	-1.180873e+01	
-3.205167e-01	-1.183341e+01	
-3.146891e-01	-1.179227e+01	
-2.855512e-01	-1.183615e+01	
-3.234305e-01	-1.184438e+01	
-3.729649e-01	-1.186357e+01	
-3.496546e-01	-1.186083e+01	
-3.146891e-01	-1.181147e+01	
-3.117753e-01	-1.182792e+01	
-3.321718e-01	-1.180873e+01	
-3.467408e-01	-1.184163e+01	
-3.176029e-01	-1.187454e+01	
-3.117753e-01	-1.184438e+01	
-3.117753e-01	-1.185809e+01	
-3.001202e-01	-1.185809e+01	
-3.146891e-01	-1.182518e+01	
-2.738961e-01	-1.187729e+01	
-2.768099e-01	-1.184163e+01	
-3.263443e-01	-1.181421e+01	
-2.826374e-01	-1.188277e+01	
-2.709823e-01	-1.185535e+01	
-3.409132e-01	-1.182792e+01	
-3.030340e-01	-1.188003e+01	
-2.942926e-01	-1.188277e+01	
-2.972064e-01	-1.185535e+01	
-3.350856e-01	-1.188826e+01	
